prompt,completion,url
"Brand is Clarks. Occasion Type is Smart. Shoe Or Boot Style is Derby. Main Shoe Material is Leather. Toe Detail is Round. Composition is Upper: leather, Sole: TR.","A lightweight everyday formal shoe, Howard Cap from Clarks has a classic aesthetic in soft, rich black leather. Its breathable sock and deep Cushion Plus technology team with an easy-access elastic tongue, padded toplines and recycled laces for all-day comfort.",https://www.johnlewis.com/clarks-howard-derby-leather-shoes/p5991859
"Washing Instructions is Wipe Clean Only. Brand is Cotswold. Occasion Type is Smart. Shoe Or Boot Style is Brogues. Main Shoe Material is Leather. Toe Detail is Round. Composition is upper: leather, lining: PU/textile, sole: TPR.","A pair of brogue dress shoes with beautifully styled classic wing-tip brogue detailing and lightweight TPR sole unit. Crafted with a smooth leather upper, lightly cushioned footbed, and flexible TPR sole.",https://www.johnlewis.com/cotswold-poplar-leather-brogue-shoes-camel/p6089835
Washing Instructions is Spot Clean. Brand is Ted Baker. Occasion Type is Casual. Shoe Or Boot Style is Derby. Main Shoe Material is Leather. Toe Detail is Round. Composition is Upper: bovine leather: Sole: resin.,"Featuring the classic, streamlined silhouette you'd expect from a derby, these shoes from Ted Baker are constructed from pure leather that will age beautifully with every wear.
Fastening with laces, they are sure to be a favourite for off-duty days.",https://www.johnlewis.com/ted-baker-kampten-leather-derby-shoes-brown/p6086037
"Brand is AllSaints. Occasion Type is Casual. Shoe Or Boot Style is Military Boots. Main Shoe Material is Leather. Fastening is Lace-Up. Toe Detail is Round. Material is Upper: leather, Sole: rubber.","Giving a chunky aesthetic, these boots by AllSaints boast a premium leather construction.
Lacing up at the front, pair with jeans and a relaxed shirt for off-duty days.",https://www.johnlewis.com/allsaints-tobias-leather-military-boots-black/p6153706
"Brand is Timberland. Occasion Type is Casual. Shoe Or Boot Style is Boat Shoes. Main Shoe Material is Leather. Material is Upper: leather, Sole: EVA, Lining: leather.","These nautical classics look great on deck or on shore, and feature an extra-comfortable EVA footbed and responsibly sourced leather. The 360° functional rawhide lacing system allows for a custom fit and it's got a 3/4-length, leather-lined EVA footbed. Plus, a siped rubber outsole for traction and durability",https://www.johnlewis.com/timberland-classic-2-eye-boat-shoes-blue/p6136333
"Washing Instructions is Wipe Clean Only. Brand is Hotter. Occasion Type is Casual. Shoe Or Boot Style is Walking. Main Shoe Material is Leather. Toe Detail is Round. Material is Upper: nubuck, Sole; polyurethane, Lining: textile .","Taking on unfamiliar terrain in style, these walking shoes from Hotter are crafted from quality leather for enduring quality.
Easily slipping on, they're the perfect choice for the weekend.",https://www.johnlewis.com/hotter-thor-ii-gtx-leather-walking-shoes/black/p6108542
"Brand is AllSaints. Occasion Type is Casual. Shoe Or Boot Style is Chelsea Boots. Main Shoe Material is Suede. Fastening is Elastic. Toe Detail is Round. Composition is Upper: suede, Sole: rubber.","Showcasing a timeless design, these Chelsea boots from AllSaints boast a luxurious suede construction.
With a classic slip on design, pair these boots with rolled up trousers for the ultimate weekend look.",https://www.johnlewis.com/allsaints-rhett-suede-chelsea-boots/p6153703
Brand is AllSaints. Occasion Type is Casual. Shoe Or Boot Style is Ankle Boots. Main Shoe Material is Leather. Fastening is Slip-On. Toe Detail is Round. Composition is Suede.,"A practical choice for the cooler months, these boots from AllSaints are constructed from pure leather that will age beautifully with every wear.
Slipping on with ease, they are sure to be a favourite for off-duty days.",https://www.johnlewis.com/allsaints-rhett-suede-chelsea-boots/p6161373
"Washing Instructions is Do Not Wash. Brand is Geox. Occasion Type is Casual. Shoe Or Boot Style is Fashion Trainers. Main Shoe Material is Suede. Fastening is Lace-Up. Toe Detail is Closed Toe. Material is Upper: suede, leather,textile, Sole: rubber, Lining: synthetic.","Updating the classic sporty silhouette for the new season, these trainers from Geox boast soft and supple suede uppers.
Complete with a lace-up front and the brands patented sole technology, combine these breathable trainers with chinos and a comfy tee for a go-to off-duty ensemble.",https://www.johnlewis.com/geox-titanio-lace-up-trainers/p6161482
"Washing Instructions is Do Not Wash. Brand is Geox. Occasion Type is Casual. Shoe Or Boot Style is Moccasins. Main Shoe Material is Leather. Fastening is Slip-On. Composition is Upper: leather, Sole: rubber, Lining: leather/synthetic.","These Moner loafers from Geox provide supreme comfort in a versatile smart casual design.
The exclusive, patented combination of perforated sole and resistant, breathable and waterproof membrane allows for natural temperature regulation, creating the perfect microclimate inside the shoe that keeps feet dry and comfortable for the whole day. Non-slip and pliant underfoot, the driving-shoe tread provides an excellent grip in the heel area too.
Meanwhile, soft leather uppers ensure a classic finish, with the matching leather lining enhancing the ergonomic feel.",https://www.johnlewis.com/geox-uomo-moner-leather-moccasins/p6195980
"Brand is Clarks. Occasion Type is Casual. Shoe Or Boot Style is Fashion Trainers. Main Shoe Material is Leather. Fastening is Lace-Up. Toe Detail is Round. Material is Upper: leather, Sole: rubber, Lining: textile.","Designed by expert shoemakers, every detail of archive-inspired Craft Court Lace plays a part in supporting the foot's natural biomechanics.
Responsibly sourced white leather and suede fuse with authentic stitch detailing, vintage styling, and eco-conscious credentials for a new generation of trainers.",https://www.johnlewis.com/clarks-craft-court-lace-leather-trainers/off-white-combi/p6196188
Washing Instructions is Do Not Wash. Brand is Geox. Shoe Or Boot Style is Fashion Trainers. Main Shoe Material is Textile. Fastening is Lace-Up. Toe Detail is Closed Toe. Material is Textile.,"Updating your casual footwear assortment, these trainers from Geox boast textile uppers that support you as you move.
Fastening with laces and boasting the brands patented rubber sole, pair with jeans and a relaxed shirt for off-duty days.",https://www.johnlewis.com/geox-walee-lace-up-trainers-navy/p6161489
"Brand is Chatham. Shoe Or Boot Style is Boat Shoes. Main Shoe Material is Leather. Fastening is Slip-On. Comfort and Fit is Flexible Sole, Underfoot Cushioning. Toe Detail is Round. Material is Upper: leather, Sole: rubber, Lining: unlined.","A refined classic, two-tone, lace-up boat shoe, Bermuda II is part of Chatham's bestselling G2 collection, which is famed for its long-lasting, high quality shoes.
An easy-going deck shoe perfect for an active lifestyle, Bermuda II is crafted from premium navy nubuck and seahorse leather with rot-proof thread, best-in-class laces and a razor-cut rubber sole.
Unlined for your sockless comfort, this fresh style also features its new sole spring poron performance cushioning, which is anti-bacterial and offers maximum comfort and shock absorption.",https://www.johnlewis.com/chatham-bermuda-ii-g2-leather-boat-shoes-navy-seahorse/p6207988
Washing Instructions is Do Not Wash. Brand is AllSaints. Shoe Or Boot Style is Chelsea Boots. Main Shoe Material is Suede. Fastening is Lace-Up. Toe Detail is Round. Material is Suede.,"Inspired by its deep London roots, these Chelsea boots from AllSaints are made from pure suede for premium wear.
Fastening with laces, pair with jeans and a relaxed shirt for off-duty days.",https://www.johnlewis.com/allsaints-harland-suede-lace-up-chelsea-boots-charcoal-grey/p6184117
"Brand is Chatham. Shoe Or Boot Style is Boat Shoes. Main Shoe Material is Leather. Fastening is Slip-On. Comfort and Fit is Flexible Sole, Underfoot Cushioning. Toe Detail is Round. Material is Upper: leather, Sole: rubber, Lining: leather.","The unrivalled British-designed lace-up boat shoe, Deck II is a key style in Chatham's bestselling G2 collection, which is famed for its long-lasting, high-quality shoes.
Moccasin-constructed for an optimal fit and handstitched on the last, it's crafted from premium leather and has a matching collar, leather laces, contrast stitching and an enhanced grip sole.
This leading boat shoe also features its new sole spring poron performance cushioning, which is anti-bacterial and offers maximum comfort and shock absorption.
Good to know: Due to the nature of deck shoes regularly being worn without socks this style can size a little large. With that in mind, Chatham would suggest dropping down a size if you are unsure.",https://www.johnlewis.com/chatham-deck-ii-g2-leather-boat-shoes-chestnut/p6208220
"Brand is Chatham. Shoe Or Boot Style is Boat Shoes. Main Shoe Material is Leather. Fastening is Lace-Up. Comfort and Fit is Flexible Sole, Underfoot Cushioning. Toe Detail is Round. Material is Upper: leather, Sole: rubber, Lining: textile.","The Galley II from Chatham boasts a stylish, athletic-inspired design and is crafted from premium leather with same-colour collar, laces, heel counter and non-slip rubber sole.
Galley II has a textile lining and also features Chatham's new sole spring poron performance cushioning, which is anti-bacterial and offers maximum comfort and shock absorption.
A great weekend deck shoe for life's go-getters.
Good to know: Due to the nature of deck shoes regularly being worn without socks this style can size a little large. With that in mind, Chatham would suggest dropping down a size if you are unsure.",https://www.johnlewis.com/chatham-gallery-ii-leather-boat-shoes-navy-tan/p6208225
"Washing Instructions is Spot clean only. Brand is Pod. Occasion Type is Casual. Shoe Or Boot Style is Boat Shoes. Main Shoe Material is Suede. Comfort and Fit is Underfoot Cushioning. Toe Detail is Closed Toe, Round. Composition is Upper: suede, Lining: textile, Sole: other .","Crafted from supple suede, these 'Winston' shoes are detailed with leather collars and trims. OrthoLite technology insoles enhance the comfort, performance, and long term cushioning.",https://www.johnlewis.com/pod-winston-suede-lace-up-casual-shoes/brown/p6272101
"Brand is Oliver Sweeney. Occasion Type is Casual. Shoe Or Boot Style is Boat Shoes. Main Shoe Material is Leather. Fastening is Lace-Up. Toe Detail is Almond. Material is Upper: leather, Sole: rubber.","Nailing the nonchalant riviera look, these boat shoes from Oliver Sweeney are constructed from pure leather that will age beautifully with every wear.
With a lace-up fastening for the perfect fit, they are sure to be a favourite for off-duty days.",https://www.johnlewis.com/oliver-sweeney-seville-leather-moccasin-boat-shoes-tan/p110137559
"Washing Instructions is  Machine Washable. Brand is John Lewis ANYDAY. Occasion Type is Casual. Shoe Or Boot Style is Fashion Trainers. Main Shoe Material is Textile. Country of Origin is Vietnam. Fastening is Slip-On. Toe Detail is Almond. Material is Upper: fabric, Lining: fabric, Sole: rubber.","With a durable upper, these ANYDAY slip-on trainers are a classic style pulled on by generations of skaters, the indie scene, and those just looking for a relaxed leather trainer alternative.
Designed in a modern laceless design on a rubber sole base, they're the perfect addition to your all-year-round wardrobe.
With great prices and great design, our new brand offers style and quality for modern living today. Whatever you need, there's joy to be found in ",https://www.johnlewis.com/john-lewis-anyday-slip-on-trainers/white/p6433220
"Brand is Ted Baker. Occasion Type is Casual. Shoe Or Boot Style is Fashion Trainers. Main Shoe Material is Leather. Fastening is Lace-Up. Toe Detail is Round. Composition is Upper: bovine leather, Sole: rubber.","Tapping into the sports luxe trend, these trainers from Ted Baker are crafted from premium leather.
Lacing up for everyday ease, they are the perfect complement to jeans and your favourite tee.",https://www.johnlewis.com/ted-baker-cecyle-leather-and-suede-trainers/lime/p109761998
"Brand is Dune. Occasion Type is Smart. Shoe Or Boot Style is Brogues. Main Shoe Material is Leather. Fastening is Lace-Up. Toe Detail is Round. Composition is Upper: leather, Sole: rubber.","A timelessly dapper choice, these brogues from Dune are crafted from premium leather for long-lasting quality.
With a lace-up fastening for the perfect fit, team with tailoring for unmistakeable sophistication.",https://www.johnlewis.com/dune-syconn-leather-brogue-shoes/p6108570
Washing Instructions is Wipe Clean Only. Brand is Skechers. Occasion Type is Smart. Shoe Or Boot Style is Fashion Trainers. Main Shoe Material is Textile. Fastening is Slip-On. Toe Detail is Round.,"Stay comfortable and look good all day wearing these Skechers Work Relaxed Fit Squad SR - Myton shoes.
Made with a water and stain repellent soft knit mesh fabric upper, this slip-on features a slip-resistant design, and a Memory Foam insole. 
With a padded collar, it's completed with Skechers branding and stretch laced front panel for easy access.",https://www.johnlewis.com/skechers-work-relaxed-fit-squad-sr-myton-trainers-white/p6266567
"Brand is Silver Street London. Occasion Type is Smart. Shoe Or Boot Style is Loafers. Main Shoe Material is Leather. Fastening is Slip-On. Toe Detail is Closed Toe. Material is Upper: leather, Sole: rubber.","A dapper choice for smart casual dress codes, these loafers from Silver Street London are constructed from pure leather that will age beautifully with every wear.
Slipping on with ease, pair with pinstripe trousers and a crisp shirt for a debonair finish.",https://www.johnlewis.com/silver-street-london-richmond-leather-loafers/black/p110368694
"Brand is Dune. Occasion Type is Casual. Shoe Or Boot Style is Boat Shoes. Main Shoe Material is Textile. Fastening is Slip-On. Toe Detail is Round. Material is Upper: fabric, Sole: rubber, Lining: unlined.","Boat shoes with a trend-led twist, this Burnner style from Dune has a breathable knit upper.
It pulls on with ease and features tonal laces and a slim, contrasting sole. A smart yet summery shoe.",https://www.johnlewis.com/dune-burnner-knitted-boat-shoes/tan/p6139818
"Washing Instructions is Sponge Clean Only. Brand is Timberland. Occasion Type is Casual. Shoe Or Boot Style is Boat Shoes. Main Shoe Material is Leather. Toe Detail is Round. Material is Upper: leather, Sole: rubber, Lining: leather."," Crafted from full grain leather from a sustainable Leather Working Group tannery, these hand-sewn boat shoes from Timberland are a timeless choice for smart-casual styling.
 Featuring a leather-lined EVA insert for comfort and shock absorption, the siped rubber outsole provides enhanced traction and durability while rawhide laces round off an authentic aesthetic.",https://www.johnlewis.com/timberland-classic-boat-shoes/p5451768
"Brand is Ted Baker. Occasion Type is Smart. Shoe Or Boot Style is Derby. Main Shoe Material is Leather. Suitable for Vegans/Vegetarians is Not Suitable For Vegans. Fastening is Lace-Up. Toe Detail is Round. Material is Upper: 100% Bovine Leather; Lining: 75% Cotton, 25% Caprine Leather; Sock: 50% Cotton, 50% Caprine Leather; Sole: 100% Resin.","Designed for formal occasions, these Ted Baker Kampten shoes are a classic derby style made from leather. The silhouette is kept minimal with visible stitching details, lace-up fastenings and durable soles.",https://www.johnlewis.com/ted-baker-kampten-leather-derby-shoes-black/p6037614
"Washing Instructions is Wipe Clean Only. Brand is Hey Dude. Occasion Type is Casual. Shoe Or Boot Style is Plimsolls. Main Shoe Material is Textile. Fastening is Elastic, Lace-Up. Toe Detail is Closed Toe, Round. Composition is Upper: 100% tencel, Sole: 13% pigskin, 87% EVA, Lining: 100% cotton."," In a super easy, pull-on plimsoll style, these shoes from Hey Dude are designed with slub uppers that give the look of linen, but are more durable.
With a removable foam insole and elasticated lace-ups, pair with rolled up trousers for the ultimate weekend look.",https://www.johnlewis.com/hey-dude-wally-slub-canvas-slip-on-shoes-blue/p110308695
"Washing Instructions is Wipe Clean. Brand is Base London. Occasion Type is Casual. Shoe Or Boot Style is Chelsea Boots. Main Shoe Material is Leather. Fastening is Slip-On. Toe Detail is Round. Composition is Upper: leather, Sole: rubber, Lining: textile.","Sure to transcend the seasons with ease, these Chelsea boots from Base London are crafted from premium leather.
Slipping on with ease, they are sure to be a favourite for off-duty days.",https://www.johnlewis.com/base-london-utah-leather-chelsea-boots/p6312941
"Washing Instructions is Do Not Wash. Brand is Geox. Occasion Type is Casual. Shoe Or Boot Style is Fashion Trainers. Main Shoe Material is Synthetic. Fastening is Lace-Up. Toe Detail is Round. Material is Upper: textile/synthetic/leather, Sole: rubber, Lining: textile/synthetic.","PG1X from Geox is a comfortable trainer for men with an outstanding grip crafted from mesh and synthetic material. 
A must-have piece of stylish city footwear, it stands apart for its contemporary aesthetic and energetic vibe.
The classic Geox rubber sole is based on an exclusive patent: the combination of the perforated sole and the resistant breathable and waterproof membrane allow for natural temperature regulation, thereby creating the perfect microclimate inside the shoe that keeps feet dry and comfortable for the whole day.",https://www.johnlewis.com/geox-pg1x-wide-fit-low-top-lace-up-trainers/navy/p109927210
"Washing Instructions is Wipe Clean Only. Brand is Sperry. Occasion Type is Casual. Shoe Or Boot Style is Boat Shoes. Main Shoe Material is Leather. Fastening is Slip-On. Toe Detail is Closed Toe, Round. Composition is Upper: leather, Sole: rubber, Lining: mesh.","Channelling vintage nautical style, these boat shoes from Sperry boast a premium leather construction.
Slipping easily on and off, pair with jeans and a relaxed shirt for off-duty days.",https://www.johnlewis.com/sperry-authentic-original-leather-boat-shoes-bronze/p110181766
"Washing Instructions is Wipe Clean Only. Brand is Josef Seibel. Occasion Type is Smart. Shoe Or Boot Style is Oxford Shoes. Main Shoe Material is Leather. Fastening is Lace-Up. Toe Detail is Round. Material is Upper: leather, Sole: leather, Lining: textile.","Whether you're sporting them day-to-day or saving them for special occasions, there’s always a time and place for a pair of Oxfords. This style from Josef Seibel is made from supple leather for comfortable wear.
Complete with a lace-up front, team with tailoring and a standout tie for a polished office ensemble.",https://www.johnlewis.com/josef-seibel-jonathan-lace-up-leather-shoes-black/p109969205
"Brand is CLAE. Occasion Type is Casual. Main Shoe Material is Suede. Shoe Or Boot Style is Fashion Trainers. Fastening is Lace-Up. Toe Detail is Almond. Material is Upper: suede, Sole: rubber.","Bringing an athleisure vibe to your collection, these trainers from CLAE boast a luxurious suede construction.
Lacing up at the front, combine with chinos and a comfy tee for a go-to off-duty ensemble.",https://www.johnlewis.com/clae-ellington-suede-trainers-black/p110030588
Brand is Duke + Dexter. Occasion Type is Casual. Shoe Or Boot Style is Boat Shoes. Main Shoe Material is Leather. Fastening is Slip-On. Toe Detail is Round. Material is Upper:Weatherproof nubuck leather; Lining: leather; Sole: rubber.,"With a super soft and flexible TPR sole, the D+D boat shoe has been built to stay comfy on foot all day long. The upper is constructed using a water-resistant nubuck and breathable technical mesh, designed to keep your feet cool as the mercury climbs. Fastened by leather laces, this deck shoe features a natural Italian leather lining that shapes to your feet. Not for boating.",https://www.johnlewis.com/duke-dexter-hardy-leather-boat-shoes/white/p110056484
Washing Instructions is Wipe Clean Only. Brand is Superga. Occasion Type is Casual. Shoe Or Boot Style is Fashion Trainers. Main Shoe Material is Leather. Toe Detail is Round. Composition is Upper: leather/polyester; Lining: cotton; Sole: rubber .,"An athletic icon reinvented for the now - these versatile sneakers present a slender round-toe upper crafted from supple leather. A contrast-coloured backheel, aerating perforations and scalloped edges amp up the fashion factor.",https://www.johnlewis.com/superga-2843-club-s-comfort-leather-trainers-white-blue-light-grey/p110122344
"Brand is Hush Puppies. Occasion Type is Smart. Shoe Or Boot Style is Derby. Main Shoe Material is Leather. Fastening is Lace-Up. Toe Detail is Round. Composition is Upper: leather; Lining: faux leather, leather sock; Sole: rubber.","Classic Boys Back to School shoe from Hush Puppies - Brandons are crafted with premium leather uppers in a smart lace-up apron toe seam style, with a comfortable memory foam sock and a flexible sole.",https://www.johnlewis.com/hush-puppies-brandon-lace-up-shoes-black/p5590289
"Brand is Hush Puppies. Occasion Type is Smart. Shoe Or Boot Style is Brogues. Main Shoe Material is Leather. Fastening is Lace-Up. Toe Detail is Round. Composition is Upper: leather, Sole: TPR, Lining: synthetic.","From Hush Puppies, these classic lace-up wing-tip Oxford brogues have been designed from leather with a memory foam footbed for all-day comfort.
The lightweight, flexible sole unit makes this the perfect smart footwear option, whilst the brogue detailing provides a premium finish.",https://www.johnlewis.com/hush-puppies-elliot-leather-brogue-shoes/black/p6136015
Washing Instructions is Wipe Clean Only. Brand is Duke + Dexter. Occasion Type is Casual. Main Shoe Material is Suede. Shoe Or Boot Style is Loafers. Fastening is Slip-On. Toe Detail is Round. Material is Upper: water resistant Italian suede.,"With a rich Italian suede, these slip-on loafers are the ultimate pair for moving from the sofa to the pavement. 
Made with a flexible non-marking sole, the tan suede on these Scott loafers makes them easy to dress up or down whether you’re staying in or heading out – and promise to stay comfy on foot.


Handmade in England.",https://www.johnlewis.com/duke-dexter-scott-suede-slip-on-loafer-tera/p110056485
"Washing Instructions is Spot Clean Only. Brand is Pod. Occasion Type is Casual. Shoe Or Boot Style is Fashion Trainers. Main Shoe Material is Leather. Toe Detail is Almond. Composition is Upper: leather, Sole: rubber, Lining: textile.","The 'Anakin' trainers from Pod are a staple in every wardrobe - they're streamlined and free from detailing, so you can wear them with just about anything. With a sole made from 100% recycled TPR and wood chip inserts, the laces are made from organic cotton and the branded leather tongue tab is a vegetable tan.",https://www.johnlewis.com/pod-anakin-leather-trainers/white/p6261724
"Washing Instructions is Wipe Clean Only    . Brand is Ted Baker. Occasion Type is Casual. Shoe Or Boot Style is Fashion Trainers. Main Shoe Material is Leather. Fastening is Lace-Up. Toe Detail is Round. Material is Upper: leather, Sole: rubber, Lining: synthetic.","For a bold finishing touch to your outfit, try these Breyon trainers from Ted Baker.
Featuring an inflated sole and a glossy leather upper, this updated classic is ideal for adding a sophisticated flair to jeans and a tee.",https://www.johnlewis.com/ted-baker-breyon-leather-trainers/black/p6270124
"Brand is Chatham. Main Shoe Material is Leather. Shoe Or Boot Style is Boat Shoes, Moccasins. Fastening is Lace-Up. Toe Detail is Round. Material is Upper: leather, Sole: rubber, Lining: leather.","A fantastic addition to its bestselling G2 collection, which is famed for its long-lasting, high-quality shoes, Buton from Chatham is a more substantial take on a classic boat shoe.
Crafted from leather, it has laces, contrast stitching using rot-proof thread and a chunky rubber sole. 
Buton also features its sole spring poron performance cushioning, which is anti-bacterial and offers maximum comfort and shock absorption.",https://www.johnlewis.com/chatham-buton-g2-leather-deck-shoes-walnut/p109069757
"Washing Instructions is  Do not wash. Brand is Ted Baker. Occasion Type is Casual. Main Shoe Material is Bovine Leather. Shoe Or Boot Style is Boat Shoes. Fastening is Lace-Up, Slip-On. Toe Detail is Round. Material is 100% Leather.","Nailing the nonchalant riviera look, these boat shoes from Ted Baker are constructed from pure leather that will age beautifully with every wear.
In a combined slip-on and lace-up style, pair with chinos and a comfy tee for a go-to off-duty ensemble.",https://www.johnlewis.com/ted-baker-kenneyp-pebble-leather-boat-shoes-tan/p110071591
"Brand is Oliver Sweeney. Occasion Type is Casual. Shoe Or Boot Style is Boat Shoes. Main Shoe Material is Suede. Fastening is Lace-Up. Toe Detail is Almond. Material is Upper: leather, Sole: rubber.","A timeless classic for sunny days, these boat shoes from Oliver Sweeney have a luxe texture in premium suede.
Fastening with laces, combine with chinos and a comfy tee for a go-to off-duty ensemble.",https://www.johnlewis.com/oliver-sweeney-seville-suede-moccasin-boat-shoes-navy/p110137561
"Washing Instructions is Sponge Clean Only. Brand is Calvin Klein. Occasion Type is Casual. Shoe Or Boot Style is Fashion Trainers. Main Shoe Material is Synthetic. Fastening is Lace-Up. Toe Detail is Closed Toe, Round. Material is Upper: synthetic, Sole: rubber.","Sporty and stylish, these trainers from Calvin Klein are made with frequent use in mind thanks to their durable construction.
With a lace-up fastening for the perfect fit, they are sure to be a favourite for off-duty days.",https://www.johnlewis.com/calvin-klein-lace-up-low-top-trainers-ck-black/p110183405
"Washing Instructions is Wipe Clean Only. Brand is Kickers. Occasion Type is Casual. Shoe Or Boot Style is Derby. Main Shoe Material is Leather. Toe Detail is Round. Material is Upper: leather, Sole: rubber.","These Kick Lo shoes from Kickers are a classic retro style for everyday wear.
The quality leather uppers are finished with triple-stitched detailing, an embossed logo on the heels, branded eyelets, and iconic red and green tabs, while the trademark rubber soles ensure hardwearing, standout style.",https://www.johnlewis.com/kickers-kick-lo-classic-shoes/p5615606
"Brand is Silver Street London. Occasion Type is Smart. Shoe Or Boot Style is Brogues. Main Shoe Material is Leather. Fastening is Lace-Up. Toe Detail is Round. Material is upper: leather, sole: rubber ."," Prepare for formal occasions with these Herbie brogues. Made from leather, they have a contrasting sole for some added style. ",https://www.johnlewis.com/silver-street-london-herbie-brogues-black/p109840977
"Brand is Silver Street London. Occasion Type is Smart. Shoe Or Boot Style is Loafers. Main Shoe Material is Leather. Fastening is Slip-On. Toe Detail is Closed Toe. Composition is Upper: leather, Sole: rubber.","A dapper must-have for the modern man, these loafers from Silver Street London are crafted from quality leather for enduring quality.
Slipping easily on and off, they will exude sophistication when combined with your favourite tailoring.",https://www.johnlewis.com/silver-street-london-charleston-leather-loafers/brown/p110368719
"Brand is Rodd & Gunn. Occasion Type is Casual. Shoe Or Boot Style is Chelsea Boots. Main Shoe Material is Suede. Fastening is Slip-On. Toe Detail is Round. Material is Upper: suede, Sole: rubber.","Blending style and function, these Chelsea boots from Rodd & Gunn are made from pure suede for premium wear.
Slipping on with ease, pair with jeans and a relaxed shirt and get ready for the weekend.",https://www.johnlewis.com/rodd-gunn-murphys-road-suede-chelsea-boots-taupe/p6413891
"Washing Instructions is Wipe Clean Only. Brand is Skechers. Occasion Type is Casual. Shoe Or Boot Style is Walking. Main Shoe Material is Leather. Fabric Features is Water Repellent. Fastening is Lace-Up. Comfort and Fit is Flexible Sole. Toe Detail is Closed Toe, Round. Composition is Upper: leather, Lining: polyester, Sole: EVA.","Designed for tackling scrambly walks or simple strolls in the countryside, these versatile walking shoes from Skechers are made from supple leather for comfortable wear.
Complete with a lace-up front, pair with rolled up trousers for the ultimate weekend look.",https://www.johnlewis.com/skechers-arch-fit-escape-plan-hiking-shoes-navy/p110103387
"Brand is Barbour. Occasion Type is Casual. Shoe Or Boot Style is Derby. Main Shoe Material is Leather. Fastening is Lace-Up. Toe Detail is Round. Composition is Upper: 100% leather, Sole: rubber.","These Barbour Harroden Derby Shoes have been crafted from leather to provide your footwear edit with a reliable design. 
Boasting a minimal Derby Shoe design and classic tartan lining, this pair is complete with Barbour's signature Walking Man logo on the sole for a classic finish.",https://www.johnlewis.com/barbour-harrowden-leather-derby-shoes-mahogany/p110143026
"Heel Height is Mid. Brand is Gabor. Occasion Type is Smart. Shoe Or Boot Style is Court Shoes. Main Shoe Material is Suede. Exact Heel Height is 6cm.  Heel Style is Covered. Fastening is Slip-On. Heel Type is Cone. Toe Detail is Round. Composition is Upper: suede, Sole: synthetic, Lining: leather.","These elegant Edina court shoes from Gabor are the perfect finishing touch to your summer occasion outfit.
Made from suede, they feature a mid-height cone heel, leather lining for all-day comfort and Gabor's Soft & Smart Technology.",https://www.johnlewis.com/gabor-edina-suede-cone-heel-court-shoes/rouge/p6205203
"Shoe Or Boot Style is Loafers. Main Shoe Material is Leather. Heel Type is Flat. Heel Height is Low. Brand is Dune. Exact Heel Height is 1.5cm. Comfort and Fit is Wide Fit. Toe Detail is Closed Toe, Rounded Square. Composition is Upper: leather, Sole: synthetic, Lining: synthetic.","Bringing a smart addition to your footwear collection, this pair of loafers by Dune is fashioned from leather for footwear that will last for years to come.
Sitting on a block heel, they have been designed for a comfortable fit on wider feet and are structured with square-shaped toes that are rounded off for a contemporary finish.
Heel height: 1.5cm",https://www.johnlewis.com/dune-wide-fit-grandeur-leather-loafers/black/p110012226
"Heel Height is High. Washing Instructions is Wipe Clean Only. Brand is TOMS. Main Shoe Material is Textile. Shoe Or Boot Style is Espadrilles. Exact Heel Height is 15cm. Heel Type is Wedge. Toe Detail is Peep Toe. Composition is Upper: textile, Sole: textile/rubber, Lining: cotton.","Preparing you for the warm weather, this pair of espadrilles from TOMS is made with textile uppers for a distinctive edge.
Set on a wedge heel, they are finished with a peep-toe for added charm.
Exact Heel Height: 15cm",https://www.johnlewis.com/toms-marisol-wedge-heel-espadrilles-black/p110490668
"Heel Height is Mid. Brand is John Lewis. Occasion Type is Smart. Main Shoe Material is Leather. Shoe Or Boot Style is Court Shoes. Exact Heel Height is 5.5cm.  Heel Style is Covered. Country of Origin is Romania. Fastening is Buckle. Heel Type is Kitten. Toe Detail is Pointed. Material is Upper: leather, Sole: synthetic, Lining: leather.","An update of our best-selling slingback court shoe, this timeless silhouette is easy wearing with a softly pointed toe and smart mid-height kitten low heel. 
Ideal for any occasion, Greece is completed with buckle fastening with an elastic insert for greater flexibility and comfort.
Good to know: By purchasing this product, you are supporting responsible leather manufacturing through the Leather Working Group.
John Lewis & Partners introduces a new style philosophy focused on individuality, colour and versatility. Each piece is designed to work together and with your existing wardrobe.
Designed in-house, the collection features contemporary clothing and accessories with strong, clean lines. Every season, our designers create distinct colour groups that include both the building blocks of every wardrobe and vibrant stand-out pieces that add a finishing touch.
Empower your personal style and mix, match, tone and clash. John Lewis & Partners: it’s how you wear it.",https://www.johnlewis.com/john-lewis-greece-leather-kitten-heel-slingback-court-shoes/natural-beige/p109915932
"Heel Height is Mid. Brand is Gabor. Occasion Type is Smart. Shoe Or Boot Style is Court Shoes. Main Shoe Material is Leather. Exact Heel Height is 6cm.  Heel Style is Covered. Fastening is Slip-On. Heel Type is Cone. Toe Detail is Open Toe. Composition is Upper: leather, Sole: microcellular, Lining: leather.","Complete your occasion outfit with these Eternity slingback court shoes from Gabor.
With an elegant high heel and a peep-toe, the slingback strap is part elasticated for all-day comfort.",https://www.johnlewis.com/gabor-eternity-slingback-court-shoes/navy/p5953971
